norad_id,object_id_hash,name,international_designator,epoch,mean_motion_rev_per_day,eccentricity,inclination_deg,ra_of_asc_node_deg,arg_of_pericenter_deg,mean_anomaly_deg,ephemeris_type,classification_type_from_celestrak,source_match_method,operator,users,purpose,detailed_purpose,country_operator,country_registry,orbit_class_from_ucs,orbit_type_from_ucs,launch_date_from_ucs,sensitivity_label,confidence,classification_reason,display_policy,important_note
5398,28b2e254b553,RIGIDSPHERE 2 (LCS 4),1971-067E,2026-05-03T20:39:55.755936,14.37819516,0.0060913,87.6239,351.1224,22.0144,338.365,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_28b2e254b553"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
7530,a1e42d7e4615,OSCAR 7 (AO-7),1974-089B,2026-05-03T15:05:30.651936,12.53697385,0.0012026,101.9924,136.4079,214.714,265.4294,0,U,norad_id,AMSAT-NA,Civil,Communications,,USA,USA,LEO,Polar,1974-11-15 00:00:00,commercial_sensitive,0.72,Public metadata indicates commercially sensitive sensing/communications/navigation use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""OSCAR 7 (AO-7)"", ""show_exact_orbit"": false, ""show_operator"": true, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""name"", ""operator"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
7646,0857a98d2d30,STARLETTE,1975-010A,2026-05-03T20:20:25.106784,13.8234991,0.0205631,49.8267,279.6121,276.5549,81.1974,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_0857a98d2d30"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
8820,9e13d4e632c7,LAGEOS 1,1976-039A,2026-05-03T03:15:25.909056,6.38664781,0.00446746,109.8055,163.9207,311.9216,54.0105,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_9e13d4e632c7"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
13086,1c18acdfcc82,OPS 8701 (DSP 10),1982-019A,2026-05-03T18:24:56.606112,0.98191694,0.0003594,9.3809,309.5632,323.9261,227.6455,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_1c18acdfcc82"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
14129,8600d0f20a07,PHASE 3B (AO-10),1983-058B,2026-05-03T05:01:16.391136,2.05872826,0.60267228,25.8943,227.0534,103.2696,326.7923,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_8600d0f20a07"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
14781,f159fbcef26e,UOSAT 2 (UO-11),1984-021B,2026-05-03T20:28:41.253600,14.90677988,0.0007051,97.8028,89.9359,342.4754,17.6219,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_f159fbcef26e"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
16908,964709aeb2da,AJISAI (EGS),1986-061A,2026-05-03T19:48:50.639040,12.44516063,0.0011433,50.0093,283.807,68.211,88.7053,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_964709aeb2da"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
19548,6e5fe5c46d5e,TDRS 3,1988-091B,2026-05-03T11:19:33.220992,1.00273102,0.00403351,12.6362,341.2986,357.1179,4.041,0,U,norad_id,National Aeronautics and Space Administration (NASA),Government,Communications,,USA,USA,GEO,,1988-09-29 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_6e5fe5c46d5e"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
19751,91e85aa8aa81,COSMOS 1989 (ETALON 1),1989-001C,2026-05-03T09:59:51.116640,2.13156086,0.00233713,64.9212,73.7257,217.6668,312.1477,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_91e85aa8aa81"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
20026,d95bf5db64ba,COSMOS 2024 (ETALON 2),1989-039C,2026-05-03T16:48:01.735776,2.13204712,0.0020547,64.9622,312.0681,212.8153,324.4048,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_d95bf5db64ba"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
20253,c4d144f80dbe,FLTSATCOM 8 (USA 46),1989-077A,2026-05-03T14:19:57.279072,1.00277095,0.0006676,12.4342,351.4347,19.5866,191.1448,0,U,norad_id,US Navy,Military,Communications,,USA,USA,GEO,,1989-09-25 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_c4d144f80dbe"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
20442,55a763e63138,LUSAT (LO-19),1990-005G,2026-05-03T14:23:23.407008,14.34109097,0.0011168,98.8878,144.1707,342.5261,17.5537,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_55a763e63138"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
20580,49c9451d3dbd,HST,1990-037B,2026-05-03T09:52:41.693088,15.30259061,0.00019518,28.4763,26.4721,14.1929,345.8722,0,U,norad_id,European Space Agency (ESA)/NASA,Government,Space Science,,ESA,USA,LEO,Non-Polar Inclined,1990-04-25 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_49c9451d3dbd"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
20776,976f6500b947,SKYNET 4C,1990-079A,2026-05-03T18:33:33.279840,1.00274011,0.0002736,13.3546,350.1182,51.6426,131.6243,0,U,norad_id,Intelsat/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,,United Kingdom,United Kingdom,GEO,,1990-08-30 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_976f6500b947"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
20929,5650b702aed6,USA 65 (DSP 15),1990-095A,2026-05-03T16:08:20.543136,0.98396797,0.0004737,14.0315,344.3566,74.5096,288.9513,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_5650b702aed6"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
21639,6c0bc18522a4,TDRS 5,1991-054B,2026-05-03T19:19:07.069152,1.00274465,0.000709,14.0773,354.109,283.472,66.1912,0,U,norad_id,SES S.A.,Government/Commercial,Communications,,USA,USA,GEO,,1991-08-02 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_6c0bc18522a4"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
21805,d52ada2bc7e0,USA 75 (DSP 16),1991-080B,2026-05-03T08:59:55.650624,0.99190411,0.00045865,14.0275,345.8294,80.3062,112.1869,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_d52ada2bc7e0"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
22195,61330d7a2079,LAGEOS 2,1992-070B,2026-04-21T05:19:35.882976,6.47293632,0.0137667,52.6637,302.6665,162.3867,358.4561,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_61330d7a2079"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
22314,fd8b3657110d,TDRS 6,1993-003B,2026-05-03T11:20:25.637280,1.00271085,0.00061951,14.1827,357.3936,177.7168,170.6045,0,U,norad_id,National Aeronautics and Space Administration (NASA)/SES Americom (SES [Société Européenne des Satellites (SES)]),Government/Commercial,Communications,,USA,USA,GEO,,1993-01-13 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_fd8b3657110d"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
22490,87173e60061f,SCD 1,1993-009B,2026-05-03T09:25:35.289120,14.46100826,0.00420267,24.9681,124.1483,24.3206,120.5367,0,U,exact_name,Instituto Nacional de Pesquisas Espaciais (INPE),Government,Earth Observation,Meteorology/Earth Science,Brazil,Brazil,LEO,Non-Polar Inclined,1993-02-09 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_87173e60061f"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
22787,0b16fdaeac44,UFO 2 (USA 95),1993-056A,2026-05-03T19:29:26.176992,1.00267856,0.0009093,11.88,3.8003,354.9592,183.9837,0,U,norad_id,US Navy,Military,Communications,,USA,USA,GEO,,1993-09-03 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_0b16fdaeac44"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
22824,b12fc958e0fc,STELLA,1993-061B,2026-05-03T20:07:54.808320,14.27469158,0.0006594,98.7749,187.9248,16.0444,128.4316,0,U,loose_name,"National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO",Government/Civil,Earth Observation,Meteorology,Taiwan,NR,LEO,Polar,2006-04-15 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_b12fc958e0fc"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
22825,13ba3823245e,EYESAT A (AO-27),1993-061C,2026-05-03T17:42:30.036096,14.3093002,0.0007574,98.6898,191.1625,225.1174,134.9394,0,U,loose_name,CNES (Centre national d'études spatiales),Government,Space Science,,ESA,France,LEO,Sun-Synchronous,2019-12-18 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_13ba3823245e"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
22826,2636451126cf,ITAMSAT (IO-26),1993-061D,2026-05-03T17:31:54.240096,14.31355696,0.0008359,98.6845,191.0681,207.5238,152.5503,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_2636451126cf"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
22988,ed7ac540f3d4,USA 99 (MILSTAR-1 1),1994-009A,2026-04-30T06:48:38.750976,0.99298499,0.00077371,17.5524,28.2341,48.7975,149.8738,0,U,norad_id,US Air Force,Military,Communications,,USA,USA,GEO,,1994-02-07 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_ed7ac540f3d4"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
23439,fddc8d83bb6c,RADIO ROSTO (RS15),1994-085A,2026-05-03T20:38:35.245824,11.27583802,0.0154699,64.8209,14.9063,11.9604,348.4929,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_fddc8d83bb6c"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
23467,fedccffa482d,UFO 4 (USA 108),1995-003A,2026-05-03T15:02:09.040128,1.0027446,0.0003355,9.7068,13.3807,25.9117,220.1022,0,U,norad_id,US Navy,Military,Communications,,USA,USA,GEO,,1995-01-29 00:00:00,defense_sensitive,0.9,Public metadata indicates military/defense/intelligence-related use,"{""safe_to_display_full_details"": false, ""redaction_level"": ""high"", ""display_name"": ""restricted_object_fedccffa482d"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": false, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
23613,d6bb9deba1bf,TDRS 7,1995-035B,2026-05-03T16:33:49.035168,1.00276272,0.001092,13.3962,348.4984,66.1819,144.5534,0,U,norad_id,National Aeronautics and Space Administration (NASA),Government,Communications,,USA,USA,GEO,,1995-07-13 00:00:00,government_sensitive,0.78,Public metadata indicates government or mixed civil/military involvement,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_d6bb9deba1bf"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
23712,97afb06bd86d,USA 115 (MILSTAR-1 2),1995-060A,2026-05-03T16:10:20.352288,1.00367576,8.49e-05,14.0578,4.0817,46.645,304.1299,0,U,unmatched,,,,,,,,,,unknown_sensitive,0.55,No UCS match found; purpose/operator unknown from this dataset,"{""safe_to_display_full_details"": false, ""redaction_level"": ""medium"", ""display_name"": ""restricted_object_97afb06bd86d"", ""show_exact_orbit"": false, ""show_operator"": false, ""show_purpose"": true, ""allowed_fields"": [""object_id_hash"", ""norad_id"", ""orbit_class"", ""general_purpose"", ""sensitivity_label"", ""confidence""]}","This is an information-handling risk label based on public metadata, not an official classified/unclassified determination."
